Fuel type,body type,transmission,ownerNo,Brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Seats,Color,City
Petrol,Sedan,Automatic,2,Hyundai,Hyundai Elantra,2015,6.3,Zero Dep,76567,14.5,5,Silver,Bangalore
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2013,12.75,Third Party insurance,120000,12.99,7,Others,Bangalore
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2015,5.25,Comprehensive,36459,18.9,5,Red,Bangalore
Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2016,7.5,Comprehensive,93725,23.65,5,Grey,Bangalore
Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2016,6.32,Comprehensive,115599,19.12,5,Silver,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,6.45,Zero Dep,43469,22.41,5,Red,Bangalore
Petrol,Sedan,Manual,4,Ford,Ford Ikon,2005,5.0,Third Party insurance,70000,13.8,5,Others,Bangalore
Diesel,SUV,Automatic,2,BMW,BMW X5,2019,67.95,Comprehensive,77000,13.38,5,White,Bangalore
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,8.5,Comprehensive,100000,24.3,5,Red,Bangalore
Petrol,Sedan,Manual,1,Mitsubishi,Mitsubishi Cedia,2008,2.99,Third Party insurance,72000,14.7,5,Silver,Bangalore
Diesel,Sedan,Automatic,1,Jaguar,Jaguar XF,2013,20.95,Comprehensive,77000,16.36,5,Blue,Bangalore
Diesel,SUV,Automatic,1,Audi,Audi Q7,2013,28.0,Comprehensive,87101,12.07,7,White,Bangalore
Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2021,9.99,Third Party,40771,18.24,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2018,8.25,Comprehensive,28000,18.7,5,Silver,Bangalore
Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2008,2.5,Comprehensive,40000,18.9,5,Silver,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,12.95,Comprehensive,26000,18.15,5,White,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,3.29,Comprehensive,76032,18.9,5,Silver,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2018,6.66,Comprehensive,113780,21.56,5,Blue,Bangalore
Diesel,Sedan,Automatic,1,Audi,Audi A3,2019,22.9,Third Party insurance,24000,20.38,5,White,Bangalore
Diesel,SUV,Manual,2,Hyundai,Hyundai Venue,2020,10.26,Third Party,65812,23.7,5,White,Bangalore
Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2022,17.0,Third Party insurance,10000,17.2,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.81,Zero Dep,39959,21.4,5,Orange,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,16.9,Third Party insurance,10000,14.2,7,Others,Bangalore
Petrol,Hatchback,Manual,3,Maruti,Maruti Alto K10,2016,3.18,Third Party insurance,65484,24.39,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.88,Comprehensive,49174,21.4,5,Red,Bangalore
Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2022,13.0,Third Party insurance,20000,20.08,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,2.65,Third Party insurance,50000,20.36,5,Others,Bangalore
Petrol,Sedan,Automatic,2,Maruti,Maruti Swift Dzire,2018,6.45,Third Party insurance,40000,22.0,5,Others,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,20.0,Third Party insurance,30000,14.2,7,White,Bangalore
Petrol,Coupe,Automatic,3,BMW,BMW 3 Series,2007,9.0,Third Party insurance,50000,10.9,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2020,6.2,Third Party insurance,80000,21.21,5,Others,Bangalore
Petrol,SUV,Manual,1,MG,MG Astor,2022,14.7,Third Party insurance,20000,15.43,5,Others,Bangalore
Cng,Sedan,Manual,1,Hyundai,Hyundai Accent,2010,2.2,Third Party insurance,70000,13.2,5,Others,Bangalore
Diesel,Sedan,Automatic,1,Audi,Audi A4,2014,14.75,Third Party insurance,90000,17.11,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2020,4.15,Third Party insurance,40000,21.74,5,Blue,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,6.1,Comprehensive,63797,18.7,5,Brown,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2018,5.6,Comprehensive,60216,18.9,5,Red,Bangalore
Petrol,Hatchback,Automatic,2,Maruti,Maruti Alto K10,2015,4.25,Third Party insurance,10000,23.95,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.86,Comprehensive,38153,21.4,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.17,Comprehensive,76485,22.38,5,Silver,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,3.85,Third Party insurance,40000,20.51,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.75,Comprehensive,40623,21.4,5,Blue,Bangalore
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,Third Party insurance,18000,19.27,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,4.99,Third Party insurance,88051,22.38,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,7.74,Third Party,16522,22.38,5,Others,Bangalore
Diesel,SUV,Manual,2,Jeep,Jeep Compass,2019,14.75,Third Party insurance,70000,16.3,5,Others,Bangalore
Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2008,2.4,Third Party insurance,80000,18.9,5,Others,Bangalore
Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2019,10.25,Third Party insurance,50000,23.7,5,Others,Bangalore
Petrol,SUV,Manual,1,Tata,Tata Nexon,2023,14.0,Third Party insurance,10000,17.33,5,Others,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2013,2.85,Third Party insurance,57000,21.1,5,Silver,Bangalore
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,10.0,Third Party insurance,110000,16.0,7,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,7.8,Third Party insurance,10000,21.4,5,Red,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2012,4.75,Third Party insurance,50000,18.6,5,Others,Bangalore
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,2019,7.5,Third Party insurance,120000,20.0,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,5.55,Comprehensive,35469,18.9,5,Grey,Bangalore
Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2017,6.07,Third Party insurance,40073,18.7,5,Others,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,5.14,Third Party insurance,65730,18.9,5,Red,Bangalore
Petrol,Sedan,Manual,2,Maruti,Maruti Baleno,2005,2.5,Third Party insurance,120000,15.4,5,Silver,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,7.05,Third Party,36184,21.4,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.53,Comprehensive,69310,21.4,5,White,Bangalore
Petrol,Sedan,Automatic,1,Honda,Honda City,2015,8.72,Third Party insurance,55643,18.0,5,White,Bangalore
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2017,5.64,Third Party insurance,62803,18.9,5,Red,Bangalore
Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2011,3.7,Third Party insurance,90000,22.07,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.5,Third Party insurance,68656,22.38,5,Silver,Bangalore
Petrol,Hatchback,Manual,3,Honda,Honda Jazz,2016,5.17,Comprehensive,77501,18.7,5,Brown,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,6.2,Third Party insurance,40000,20.85,5,Others,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,6.2,Third Party insurance,40000,20.85,5,Others,Bangalore
Petrol,Sedan,Automatic,1,Honda,Honda City,2014,7.5,Third Party insurance,48325,18.0,5,White,Bangalore
Petrol,SUV,Manual,1,Tata,Tata Nexon,2022,12.2,Third Party insurance,30000,17.57,5,Others,Bangalore
Diesel,Hatchback,Automatic,2,Mercedes-Benz,Mercedes-Benz B Class,2013,13.5,Comprehensive,100000,14.8,5,White,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,5.75,Comprehensive,69000,22.0,5,White,Bangalore
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,12.5,Third Party insurance,110000,17.1,5,Others,Bangalore
Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2016,8.68,Third Party insurance,50000,17.01,5,Others,Bangalore
Diesel,MUV,Automatic,1,Kia,Kia Carnival,2020,30.0,Third Party insurance,60000,14.11,8,White,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,9.8,Third Party insurance,20000,20.0,5,Others,Bangalore
Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2022,9.0,Third Party,14999,22.56,5,White,Bangalore
Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2016,5.5,Comprehensive,90773,18.7,5,White,Bangalore
Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2012,4.5,Third Party insurance,90000,20.5,5,Gray,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2017,6.1,Zero Dep,64917,20.4,5,White,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2017,5.43,Comprehensive,70235,18.7,5,Brown,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,9.8,Third Party insurance,30000,20.0,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,5.35,Zero Dep,78782,18.7,5,Brown,Bangalore
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2014,8.5,Comprehensive,164000,15.1,7,O Purple,Bangalore
Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2016,6.61,Third Party insurance,72136,20.73,5,Silver,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2015,5.05,Comprehensive,52486,22.38,5,Others,Bangalore
Diesel,Sedan,Automatic,1,Skoda,Skoda Laura,2007,4.5,Third Party insurance,150000,15.6,5,Black,Bangalore
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,8.65,Third Party insurance,36887,17.5,5,Silver,Bangalore
Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2019,9.99,Comprehensive,47962,18.27,5,Blue,Bangalore
Diesel,SUV,Manual,1,Nissan,Nissan Terrano,2014,5.95,Comprehensive,135000,20.45,5,Silver,Bangalore
Petrol,Sedan,Automatic,2,Skoda,Skoda Superb,2018,23.65,Comprehensive,47398,14.67,5,Brown,Bangalore
Petrol,Sedan,Manual,2,Fiat,Fiat Linea,2012,4.0,Third Party insurance,50000,14.6,5,Gray,Bangalore
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2012,5.5,Third Party insurance,100000,19.3,5,White,Bangalore
Diesel,SUV,Automatic,1,BMW,BMW X4,2020,60.5,Comprehensive,55000,14.71,5,White,Bangalore
Diesel,SUV,Automatic,2,BMW,BMW X3,2011,16.0,Comprehensive,110000,16.55,5,Black,Bangalore
Petrol,Hatchback,Automatic,3,Volkswagen,Volkswagen Polo,2013,5.2,Third Party insurance,90000,17.21,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,6.16,Zero Dep,116624,21.4,5,Blue,Bangalore
Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2019,7.95,Zero Dep,54561,21.56,5,Silver,Bangalore
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2013,12.75,Third Party insurance,120000,12.99,7,Others,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,6.24,Comprehensive,65072,18.7,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,5.49,Zero Dep,133532,18.9,5,Others,Bangalore
Diesel,MUV,Manual,3,Toyota,Toyota Innova,2010,7.6,Third Party insurance,120000,11.4,7,Others,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2013,5.24,Comprehensive,39886,22.41,5,Orange,Bangalore
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2019,16.5,Third Party insurance,80000,15.1,7,White,Bangalore
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2015,5.83,Comprehensive,56976,25.2,5,Others,Bangalore
Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2020,11.47,Zero Dep,68303,17.69,5,White,Bangalore
Petrol,Hatchback,Automatic,2,Mini,Mini Cooper,2013,17.5,Third Party insurance,80000,13.6,4,Red,Bangalore
Diesel,Sedan,Automatic,1,Skoda,Skoda Rapid,2016,8.25,Comprehensive,54000,21.72,5,Grey,Bangalore
Diesel,SUV,Automatic,1,Land Rover,Land Rover Discovery Sport,2016,31.5,Third Party insurance,98500,12.51,7,White,Bangalore
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2018,7.55,Third Party insurance,72348,16.2,5,Grey,Bangalore
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2015,8.75,Comprehensive,70000,13.0,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2021,8.55,Third Party,62696,17.74,5,White,Bangalore
Diesel,SUV,Automatic,3,Toyota,Toyota Fortuner,2014,18.45,Comprehensive,174000,12.55,7,White,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,5.25,Comprehensive,65000,18.9,5,Orange,Bangalore
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,6.5,Comprehensive,36000,18.9,5,Silver,Bangalore
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2011,9.5,Comprehensive,199000,12.8,7,White,Bangalore
Petrol,Sedan,Automatic,1,Honda,Honda City,2018,8.46,Zero Dep,71905,18.0,5,Brown,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2013,4.24,Comprehensive,69748,22.38,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,2008,2.1,Comprehensive,44000,19.7,5,Maroon,Bangalore
Petrol,Sedan,Manual,2,Toyota,Toyota Yaris,2021,9.59,Third Party insurance,17875,17.1,5,Red,Bangalore
Petrol,SUV,Manual,1,Renault,Renault Duster,2020,8.89,Comprehensive,95678,16.42,5,White,Bangalore
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,8.5,Third Party insurance,12003,19.03,5,Silver,Bangalore
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2018,8.36,Comprehensive,114427,23.0,5,Red,Bangalore
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,6.6,Third Party insurance,20000,19.03,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Brio,2012,3.34,Comprehensive,64655,19.4,5,White,Bangalore
Petrol,SUV,Manual,1,Mahindra,Mahindra KUV 100,2018,5.94,Third Party insurance,46456,18.15,6,Red,Bangalore
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2021,9.91,Third Party insurance,20000,18.24,5,Others,Bangalore
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,14.5,Third Party insurance,50000,17.1,5,Others,Bangalore
Diesel,Sedan,Manual,4,Volkswagen,Volkswagen Vento,2011,2.19,Third Party insurance,90000,20.54,5,Others,Bangalore
Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2022,12.85,Third Party insurance,20000,18.976466898954705,5,Others,Bangalore
Petrol,SUV,Automatic,1,Volvo,Volvo XC40,2021,41.95,Comprehensive,27000,18.976466898954705,5,White,Bangalore
Diesel,MUV,Manual,3,Toyota,Toyota Innova,2008,4.55,Third Party insurance,150000,12.8,8,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,8.25,Third Party insurance,10000,22.35,5,Others,Bangalore
Petrol,Sedan,Manual,1,Honda,Honda City,2018,8.25,Third Party insurance,40000,17.4,5,Others,Bangalore
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2020,9.2,Third Party insurance,40000,23.0,5,Blue,Bangalore
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,33.0,Third Party insurance,20000,19.27,5,Others,Bangalore
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2017,7.29,Third Party,91598,22.77,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,4.32,Comprehensive,57521,25.24,5,Others,Bangalore
Diesel,SUV,Manual,1,Renault,Renault Duster,2016,7.0,Third Party insurance,100000,19.87,5,Others,Bangalore
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2021,14.99,Comprehensive,7598,17.7,5,Others,Bangalore
Petrol,SUV,Manual,1,Renault,Renault Duster,2017,7.62,Comprehensive,38520,13.06,5,Brown,Bangalore
Petrol,SUV,Manual,1,MG,MG Astor,2022,16.25,Third Party insurance,20000,15.43,5,Others,Bangalore
Diesel,SUV,Manual,2,Renault,Renault Duster,2014,6.32,Comprehensive,110455,20.45,5,Brown,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,12.18,Comprehensive,26901,18.15,5,Red,Bangalore
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,5.24,Zero Dep,65376,18.9,5,White,Bangalore
Diesel,SUV,Manual,3,Mahindra,Mahindra XUV500,2018,14.05,Comprehensive,28177,15.1,7,Red,Bangalore
Petrol,SUV,Manual,1,Kia,Kia Sonet,2022,13.9,Third Party insurance,10000,18.2,5,Others,Bangalore
Petrol,SUV,Automatic,1,MG,MG Hector,2021,18.9,Comprehensive,30000,18.976466898954705,5,White,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,12.75,Third Party insurance,27000,13.0,5,White,Bangalore
Petrol,Hatchback,Automatic,3,Hyundai,Hyundai i10,2010,2.75,Third Party insurance,90000,19.2,5,Others,Bangalore
Petrol,Sedan,Manual,1,Honda,Honda City,2022,11.25,Third Party insurance,20000,17.4,5,Others,Bangalore
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,6.5,Comprehensive,82998,18.0,5,Red,Bangalore
Petrol,Sedan,Automatic,3,Audi,Audi A4,2010,7.0,Third Party insurance,110000,12.3,5,White,Bangalore
Petrol,Sedan,Manual,1,Honda,Honda City,2019,11.0,Third Party insurance,14500,17.14,5,Grey,Bangalore
Diesel,Sedan,Manual,3,Mahindra,Mahindra Verito,2016,2.6,Third Party insurance,120000,21.03,5,White,Bangalore
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai i10,2010,3.95,Comprehensive,68000,19.2,5,Silver,Bangalore
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2019,6.81,Third Party insurance,25887,20.14,5,White,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2020,4.05,Comprehensive,74094,21.7,5,Others,Bangalore
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2018,7.65,Comprehensive,40000,19.0,5,White,Bangalore
Diesel,Hatchback,Manual,1,Maruti,Maruti Ritz,2014,4.87,Third Party,91045,23.2,5,Red,Bangalore
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2018,14.74,Third Party insurance,80033,15.1,7,White,Bangalore
Diesel,SUV,Automatic,2,Mahindra,Mahindra XUV500,2017,13.4,Third Party insurance,70000,16.0,7,Others,Bangalore
Petrol,MUV,Automatic,1,Renault,Renault Triber,2021,7.7,Comprehensive,13957,18.2,7,Blue,Bangalore
Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2018,8.18,Third Party insurance,34140,21.4,5,Grey,Bangalore
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,7.24,Comprehensive,20056,17.0,5,White,Bangalore
Petrol,Hatchback,Automatic,3,Maruti,Maruti Celerio,2016,4.68,Comprehensive,38233,26.0,5,Red,Bangalore
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Jetta,2013,5.0,Third Party insurance,100000,14.69,5,White,Bangalore
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2016,6.0,Third Party insurance,50000,22.77,5,Blue,Bangalore
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2017,13.5,Third Party insurance,70000,16.0,7,Others,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,5.25,Comprehensive,44000,18.9,5,Orange,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Getz,2006,1.75,Third Party insurance,90000,15.3,5,Gray,Bangalore
Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2016,7.25,Third Party insurance,30000,19.12,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,5.5,Third Party insurance,50000,18.9,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2019,6.5,Comprehensive,98000,22.0,5,White,Bangalore
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,7.75,Comprehensive,47000,18.2,5,Green,Bangalore
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2019,9.0,Third Party insurance,70000,17.0,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2020,4.08,Comprehensive,16998,22.05,5,Silver,Bangalore
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,6.42,Comprehensive,15256,18.9,5,Orange,Bangalore
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2019,9.0,Third Party insurance,70000,17.0,5,Others,Bangalore
Petrol,Hatchback,Automatic,1,Datsun,Datsun RediGO,2020,5.21,Comprehensive,4495,22.5,5,Black,Bangalore
Petrol,MUV,Manual,1,Renault,Renault Triber,2020,6.95,Zero Dep,34561,20.0,7,White,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2018,3.9,Third Party insurance,40000,23.95,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Tata,Tata Tiago,2016,4.29,Comprehensive,142135,23.84,5,Orange,Bangalore
Petrol,Sedan,Manual,1,Ford,Ford Aspire,2021,5.2,Third Party insurance,120000,18.5,5,White,Bangalore
Petrol,Hatchback,Automatic,1,Maruti,Maruti Wagon R,2019,6.25,Third Party,9553,20.52,5,Brown,Bangalore
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2022,6.01,Zero Dep,7600,21.46,5,Blue,Bangalore
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2017,13.0,Third Party insurance,120000,17.1,5,Others,Bangalore
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,6.45,Comprehensive,20000,18.9,5,Silver,Bangalore
Diesel,SUV,Automatic,2,Audi,Audi Q7,2013,19.75,Third Party insurance,120000,12.07,7,Others,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,6.95,Third Party insurance,45578,18.6,5,Red,Bangalore
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Jetta,2013,5.0,Third Party insurance,100000,14.69,5,White,Bangalore
Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2014,16.44,Comprehensive,100000,22.69,5,Blue,Bangalore
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2019,8.95,Comprehensive,42000,17.0,5,Silver,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2013,3.5,Third Party insurance,90000,20.36,5,Others,Bangalore
Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2012,5.5,Third Party insurance,70000,22.32,5,Others,Bangalore
Diesel,SUV,Automatic,3,Ford,Ford Endeavour,2010,7.5,Third Party insurance,100000,11.4,7,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2017,5.81,Comprehensive,16306,20.89,5,Blue,Bangalore
Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2020,5.13,Comprehensive,25086,20.52,5,White,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.5,Third Party insurance,54845,21.01,5,Blue,Bangalore
Diesel,Hatchback,Manual,1,Ford,Ford Freestyle,2020,8.06,Comprehensive,35642,24.4,5,Red,Bangalore
Petrol,Hatchback,Automatic,1,Maruti,Maruti Baleno,2016,7.25,Third Party,22173,21.4,5,Silver,Bangalore
Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2018,49.5,Comprehensive,50000,17.42,5,Blue,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,4.26,Third Party,67790,18.9,5,Black,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto K10,2019,4.85,Comprehensive,38000,23.95,5,Maroon,Bangalore
Petrol,Hatchback,Manual,2,Honda,Honda Brio,2012,3.51,Third Party insurance,49713,19.4,5,White,Bangalore
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2021,4.9,Third Party insurance,10002,21.46,5,Red,Bangalore
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2017,14.95,Third Party insurance,46706,16.0,7,Grey,Bangalore
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2014,5.1,Third Party insurance,90000,25.2,5,Others,Bangalore
Diesel,SUV,Automatic,1,BMW,BMW X3,2016,27.5,Comprehensive,106000,18.56,5,White,Bangalore
Petrol,Hatchback,Automatic,1,Volkswagen,Volkswagen Polo,2017,10.25,Third Party insurance,55833,17.21,5,White,Bangalore
Diesel,SUV,Automatic,2,Audi,Audi Q3,2015,23.45,Third Party insurance,46716,15.73,5,Red,Bangalore
Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2016,8.25,Comprehensive,54000,21.13,5,Grey,Bangalore
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2016,6.75,Comprehensive,68000,21.7,5,Silver,Bangalore
Diesel,Hatchback,Manual,3,Ford,Ford Figo,2010,1.9,Comprehensive,113348,20.0,5,Grey,Bangalore
Diesel,Sedan,Automatic,1,Audi,Audi A6,2014,8.9,Third Party insurance,134000,17.68,5,White,Bangalore
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,8.23,Third Party insurance,20000,19.03,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,5.54,Comprehensive,52311,22.38,5,White,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2014,4.99,Comprehensive,59514,22.41,5,Black,Bangalore
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,8.15,Third Party insurance,10000,19.03,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2020,7.19,Third Party,36743,21.01,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,3.72,Third Party,83046,25.24,5,Silver,Bangalore
Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2018,5.15,Third Party insurance,10000,23.1,5,Others,Bangalore
